MSWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
468,2.42E-72,1.51E-45,46598.50465,51.37538519,28.12539479,0.04,0.002427559,-10631.85499,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867907,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892624,-10.13550519,-10.09866096,-10.0547989
469,1.97E-72,9.78E-46,46557.0424,51.37538519,28.12539479,0.04,0.002427559,-10631.86142,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867907,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892624,-10.13550519,-10.09866096,-10.0547989
470,1.76E-72,6.88E-46,46496.78628,51.37538414,28.12539478,0.04,0.002427255,-10631.86483,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867842,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892624,-10.13550519,-10.09866096,-10.0547989
471,1.56E-72,6.13E-46,46428.71799,51.37538363,28.12539478,0.04,0.002427255,-10631.87149,3.55E-17,3.93E-15,0.002508952,0.025714582,0.539867841,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892625,-10.13550519,-10.09866096,-10.0547989
472,1.33E-72,5.24E-46,46380.12211,51.37538304,28.12539478,0.04,0.002427255,-10631.89745,3.55E-17,3.93E-15,0.002508952,0.025714582,0.53986784,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892626,-10.13550519,-10.09866096,-10.0547989
473,1.04E-72,4.69E-46,46320.74059,51.3753823,28.12539478,0.04,0.002427255,-10631.91311,3.55E-17,3.93E-15,0.002508952,0.025714582,0.53986784,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
474,8.27E-73,3.67E-46,46266.89915,51.37537673,28.12539478,0.04,0.002427255,-10631.91313,3.55E-17,3.93E-15,0.002508952,0.025714582,0.53986784,3.215074672,0.000714959,-1.03162845,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
475,6.41E-73,2.23E-46,46184.69102,51.37537669,28.12539478,0.04,0.002427255,-10631.9168,3.55E-17,3.93E-15,0.002508952,0.025714582,0.53986784,3.215074672,0.000714959,-1.031628451,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
476,4.83E-73,1.87E-46,46142.25992,51.37537669,28.12539478,0.04,0.002427255,-10631.92162,3.55E-17,3.93E-15,0.002508952,0.02571458,0.53986784,3.215074672,0.000714959,-1.031628451,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
477,4.40E-73,1.59E-46,46091.15541,51.37537482,28.12539478,0.04,0.002427255,-10631.92471,3.55E-17,3.93E-15,0.002508952,0.025714578,0.539867839,3.215074672,0.000714959,-1.031628451,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
478,3.80E-73,1.37E-46,46011.28041,51.37537482,28.12539478,0.04,0.002427255,-10631.92766,3.55E-17,3.93E-15,0.002508952,0.025714577,0.539867839,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
479,3.41E-73,1.19E-46,45952.81161,51.37536256,28.12539478,0.04,0.002427255,-10631.92787,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867825,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
480,2.95E-73,1.02E-46,45915.67662,51.37536241,28.12539478,0.04,0.002427255,-10631.9286,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867808,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
481,2.59E-73,8.18E-47,45880.99737,51.37535739,28.12539478,0.04,0.002427255,-10631.92969,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867792,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
482,2.37E-73,6.42E-47,45840.70926,51.37529118,28.12539478,0.04,0.002412927,-10631.93014,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867791,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
483,2.02E-73,4.97E-47,45795.09163,51.37529118,28.12539478,0.04,0.002407891,-10631.93062,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867785,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
484,1.55E-73,4.39E-47,45758.69773,51.37529118,28.12539478,0.04,0.002407891,-10631.93232,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867785,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
485,1.28E-73,4.04E-47,45711.28534,51.37529118,28.12539478,0.04,0.002406445,-10631.93264,3.55E-17,3.93E-15,0.002508952,0.025714576,0.539867785,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
486,1.10E-73,3.36E-47,45669.73071,51.37528996,28.12539478,0.04,0.002406445,-10631.93298,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867785,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
487,9.17E-74,2.37E-47,45642.58993,51.37528944,28.12539478,0.04,0.002406445,-10631.93361,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867785,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
488,8.40E-74,1.52E-47,45610.09344,51.37528752,28.12539478,0.04,0.002406445,-10631.93427,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867784,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
489,7.17E-74,1.22E-47,45581.37832,51.37528389,28.12539478,0.04,0.002406445,-10631.93442,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867784,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
490,4.88E-74,1.03E-47,45559.33848,51.3752823,28.12539478,0.04,0.002406445,-10631.93457,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867784,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
491,3.39E-74,8.99E-48,45535.96764,51.37528184,28.12539478,0.04,0.002406445,-10631.9349,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867784,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
492,2.40E-74,7.23E-48,45517.36432,51.37528175,28.12539478,0.04,0.002406445,-10631.93516,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867782,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
493,2.02E-74,5.27E-48,45493.07981,51.37528138,28.12539478,0.04,0.002406445,-10631.93536,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867782,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
494,1.87E-74,4.28E-48,45475.01793,51.37528138,28.12539478,0.04,0.002406445,-10631.93638,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867782,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
495,1.75E-74,3.69E-48,45453.62767,51.37527114,28.12539478,0.04,0.002401427,-10631.93707,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867781,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
496,1.66E-74,3.35E-48,45436.10544,51.37525618,28.12539478,0.04,0.002400578,-10631.93728,3.55E-17,3.93E-15,0.002508952,0.025714574,0.539867781,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
497,1.55E-74,3.16E-48,45416.66062,51.37525545,28.12539478,0.04,0.002400578,-10631.93795,3.55E-17,3.93E-15,0.002508952,0.025714574,0.53986778,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
498,1.40E-74,2.95E-48,45401.44861,51.37525532,28.12539478,0.04,0.002400578,-10631.93832,3.55E-17,3.93E-15,0.002508952,0.025714574,0.53986778,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
499,1.22E-74,2.72E-48,45385.02212,51.37525443,28.12539478,0.04,0.002400578,-10631.9387,3.55E-17,3.93E-15,0.002508952,0.025714574,0.53986778,3.215074672,0.000714959,-1.031628452,0.397896397,12.00228906,-3.787417565,-3.232892629,-10.13550519,-10.09866096,-10.0547989
