MSWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
189,1.21E-14,3.71E-09,67986.55652,54.85544722,28.33741527,0.08,0.008097237,-10426.56906,5.09E-08,1.85E-08,0.002723684,0.029649521,0.566809286,3.333891382,0.000723814,-1.031628287,0.397907292,12.02877247,-3.78089232,-3.225261438,-10.12288994,-9.967012728,-9.836760842
190,8.94E-15,3.11E-09,67937.41253,54.8534895,28.33397454,0.08,0.008097237,-10430.3918,2.70E-08,1.57E-08,0.002720176,0.029456689,0.565410583,3.333546856,0.000723776,-1.031628287,0.397907283,12.02810537,-3.780913424,-3.225314117,-10.12308958,-9.967114392,-9.851553296
191,5.96E-15,2.46E-09,67840.09449,54.85183271,28.32716931,0.08,0.007842016,-10433.62593,1.17E-08,1.29E-08,0.002720052,0.029309452,0.56435154,3.333546846,0.000723755,-1.031628288,0.397907023,12.0280608,-3.780923881,-3.225455645,-10.12329031,-9.967438524,-9.854949809
192,3.95E-15,2.00E-09,67746.94037,54.84835146,28.32393533,0.08,0.007842016,-10435.19555,9.44E-09,1.13E-08,0.00271995,0.029181029,0.563717898,3.333534763,0.000722649,-1.031628292,0.397906964,12.02496057,-3.78094907,-3.22560278,-10.12361095,-9.967906941,-9.858983004
193,2.72E-15,1.60E-09,67669.75621,54.79986372,28.31647341,0.08,0.007819888,-10440.49873,7.48E-09,9.26E-09,0.002719339,0.029051806,0.562936553,3.333421264,0.000722452,-1.031628294,0.397906369,12.02316557,-3.780980873,-3.22568077,-10.12379842,-9.968176908,-9.860758658
194,1.94E-15,1.36E-09,67551.27018,54.79984754,28.31238677,0.08,0.00781572,-10444.81315,5.29E-09,7.52E-09,0.0027192,0.028937632,0.562395185,3.333421094,0.000722399,-1.031628294,0.397906282,12.0201291,-3.781016028,-3.225881009,-10.1240351,-9.97393468,-9.861639461
195,1.23E-15,1.20E-09,67440.39335,54.79867805,28.30845731,0.08,0.007803754,-10447.42196,1.78E-09,6.31E-09,0.00271919,0.028806915,0.561691807,3.333419882,0.000722274,-1.031628295,0.397905643,12.020092,-3.782575701,-3.225927092,-10.12445999,-9.974207015,-9.863196081
196,7.45E-16,1.07E-09,67350.27961,54.79626913,28.30686781,0.08,0.007600752,-10449.03214,1.58E-09,5.10E-09,0.002719176,0.02872664,0.560995964,3.333419881,0.000722093,-1.031628295,0.397905384,12.01932122,-3.783370343,-3.225967954,-10.12493999,-9.974336184,-9.864362754
197,4.38E-16,9.04E-10,67285.0477,54.79390614,28.30365402,0.08,0.00749612,-10450.78796,9.87E-10,4.12E-09,0.002719168,0.028630115,0.560068195,3.33341988,0.000721765,-1.031628295,0.397905254,12.01898481,-3.783500991,-3.226172431,-10.12572744,-9.974840234,-9.874033862
198,2.65E-16,7.20E-10,67225.3869,54.79165229,28.30020246,0.08,0.007332659,-10455.16512,7.54E-10,3.15E-09,0.002718596,0.028521056,0.559209887,3.333419867,0.00072147,-1.031628295,0.397905249,12.01893967,-3.783517828,-3.226318868,-10.12590448,-9.976604315,-9.878881424
199,1.60E-16,5.97E-10,67146.73311,54.78865656,28.29660487,0.08,0.007241307,-10457.64034,2.85E-10,2.58E-09,0.002712122,0.028427487,0.558324567,3.333419828,0.000721408,-1.031628296,0.397904348,12.01821889,-3.78352158,-3.226427296,-10.1261289,-9.97721101,-9.889668112
200,1.07E-16,5.33E-10,67047.33627,54.78710788,28.2915388,0.08,0.007241307,-10459.20237,2.34E-10,2.18E-09,0.002712118,0.028333189,0.557960744,3.333419788,0.000721356,-1.031628298,0.397904142,12.01765479,-3.783525229,-3.226512746,-10.12616721,-9.977243317,-9.890452944
201,9.35E-17,4.70E-10,66997.31154,54.78594119,28.28756563,0.08,0.007093317,-10460.52641,8.99E-11,1.69E-09,0.002712039,0.028240735,0.557345609,3.333415428,0.000721213,-1.031628299,0.397904082,12.01717806,-3.783527879,-3.226539064,-10.12670514,-9.977376988,-9.890523455
202,6.08E-17,3.25E-10,66941.06969,54.78593921,28.28022545,0.08,0.007093317,-10462.28728,7.81E-11,1.38E-09,0.002712033,0.028148335,0.556714067,3.333415428,0.000721183,-1.031628306,0.397904059,12.01675163,-3.783572299,-3.226604788,-10.12684509,-9.97929059,-9.89159309
203,4.15E-17,2.20E-10,66889.3696,54.78593332,28.27646449,0.08,0.007062914,-10465.41858,5.50E-11,1.07E-09,0.002712031,0.028064579,0.556186231,3.33341479,0.000721081,-1.031628306,0.397904013,12.01645247,-3.783630045,-3.226670164,-10.12690876,-9.981840136,-9.896609075
204,2.35E-17,1.81E-10,66784.89673,54.78589844,28.27149457,0.08,0.007018456,-10466.89773,3.40E-11,7.98E-10,0.00270997,0.028016507,0.555786539,3.33341479,0.000721025,-1.031628321,0.397903964,12.01627084,-3.783639368,-3.226788398,-10.12701517,-9.983155826,-9.897437934
205,1.35E-17,9.05E-11,66727.43957,54.78565047,28.2660671,0.08,0.00689432,-10468.97057,2.21E-11,6.51E-10,0.00270997,0.027890074,0.554667651,3.33341479,0.000720225,-1.031628323,0.397903821,12.0160769,-3.783938271,-3.226804812,-10.1272548,-9.983355951,-9.89991805
206,8.15E-18,6.80E-11,66664.69113,54.78553717,28.26201081,0.08,0.00689432,-10470.27251,1.76E-11,5.16E-10,0.00270997,0.027787286,0.553989478,3.33341479,0.000719885,-1.031628325,0.397903639,12.01568685,-3.784211333,-3.226841028,-10.12725641,-9.983491434,-9.900851774
207,5.86E-18,5.67E-11,66638.67536,54.77065837,28.2565687,0.08,0.00689432,-10471.5614,1.23E-11,4.31E-10,0.002709734,0.027649926,0.553652115,3.333414789,0.000719451,-1.031628325,0.397903538,12.01560916,-3.784307691,-3.226862164,-10.12744054,-9.983518445,-9.907682454
208,3.66E-18,4.70E-11,66556.51336,54.76211704,28.25255567,0.08,0.006876221,-10472.52542,3.83E-12,3.25E-10,0.002709734,0.027572092,0.552768408,3.333414789,0.000719303,-1.031628325,0.397903438,12.01560397,-3.784363605,-3.226918277,-10.127506,-9.983609467,-9.911919228
209,2.91E-18,2.49E-11,66439.06806,54.75090932,28.24830315,0.08,0.006852257,-10474.46868,2.86E-12,2.61E-10,0.002709734,0.027531946,0.55195742,3.333414789,0.000718811,-1.031628325,0.397903399,12.01556937,-3.784482952,-3.226970743,-10.12766496,-9.983716272,-9.918064665
210,2.25E-18,1.98E-11,66368.15491,54.74633627,28.2405015,0.08,0.006742588,-10476.82456,1.72E-12,1.99E-10,0.002709734,0.027434541,0.551511815,3.333414788,0.000718699,-1.031628328,0.39790338,12.01497319,-3.784540261,-3.227049603,-10.12766524,-9.985099798,-9.920337636
211,1.61E-18,1.31E-11,66294.26733,54.74503706,28.23766279,0.08,0.006729318,-10478.51214,8.68E-13,1.53E-10,0.002709734,0.027369253,0.551012693,3.333414788,0.00071855,-1.031628331,0.397902862,12.01479101,-3.784541955,-3.227112154,-10.12776242,-10.02777664,-9.923783657
212,1.03E-18,1.04E-11,66247.54564,54.74456443,28.23413148,0.08,0.006718453,-10479.51169,7.16E-13,1.22E-10,0.002709734,0.027305534,0.55057556,3.333414788,0.000718513,-1.031628332,0.397902861,12.01459624,-3.784545474,-3.227521461,-10.12782722,-10.09328531,-9.926434561
213,7.49E-19,6.85E-12,66165.7881,54.74355506,28.23140079,0.08,0.006391522,-10481.33509,5.40E-13,9.52E-11,0.002709734,0.027262064,0.549938058,3.333414788,0.000718453,-1.031628332,0.397902849,12.01425502,-3.784551717,-3.227760462,-10.12804302,-10.09332276,-9.929249214
214,5.58E-19,5.38E-12,66100.75528,54.74333549,28.22730326,0.08,0.006391522,-10483.73154,2.74E-13,7.76E-11,0.002709694,0.027221611,0.549774669,3.333414788,0.000718272,-1.031628338,0.397902719,12.01338997,-3.784584346,-3.227926531,-10.12877818,-10.09350904,-9.930127713
215,4.17E-19,4.56E-12,66032.45497,54.74309283,28.22470156,0.08,0.006200678,-10485.0646,2.03E-13,6.26E-11,0.002709694,0.027192301,0.549239187,3.333414788,0.000717969,-1.031628361,0.397902702,12.01303183,-3.785064578,-3.227941252,-10.12915093,-10.09382439,-9.930248398
216,2.33E-19,3.70E-12,65951.20122,54.74199419,28.22239134,0.08,0.006197015,-10485.88839,1.27E-13,5.22E-11,0.0027095,0.02713066,0.548735176,3.333414788,0.000717787,-1.031628367,0.397902679,12.01286926,-3.785162164,-3.228126011,-10.13048185,-10.09393396,-9.931090395
217,1.44E-19,2.92E-12,65915.11854,54.73769588,28.21923857,0.08,0.006197015,-10486.28317,7.66E-14,4.38E-11,0.002702062,0.02707392,0.548067729,3.333414788,0.000717761,-1.031628367,0.397902669,12.01242426,-3.785234184,-3.228243062,-10.13050189,-10.09556584,-9.931630178
218,9.35E-20,1.94E-12,65839.97839,54.73470201,28.21666843,0.08,0.006117176,-10487.23992,6.42E-14,3.50E-11,0.002691993,0.027034765,0.547374794,3.333414788,0.000717619,-1.031628369,0.397901232,12.01220631,-3.785760702,-3.228340301,-10.13078492,-10.09558896,-9.932732754
219,5.91E-20,1.47E-12,65774.91629,54.72757231,28.21301623,0.08,0.00611423,-10488.10516,5.56E-14,2.70E-11,0.002691011,0.026994916,0.546742006,3.333414787,0.00071757,-1.031628369,0.397901187,12.01215737,-3.785949042,-3.228464626,-10.13079668,-10.09561611,-10.0045861
220,3.41E-20,1.13E-12,65732.62763,54.72753469,28.20910072,0.08,0.00611423,-10488.64485,4.28E-14,2.28E-11,0.002691011,0.026915166,0.546329039,3.333414787,0.000717457,-1.031628369,0.397901174,12.01209721,-3.785968138,-3.22853378,-10.13083382,-10.09561776,-10.03993125
221,1.46E-20,8.83E-13,65653.63509,54.72753469,28.2066047,0.08,0.006071046,-10490.38191,2.23E-14,1.61E-11,0.002691011,0.026898634,0.545966094,3.333414787,0.000717341,-1.031628369,0.39790117,12.01202802,-3.785971432,-3.228659788,-10.13088008,-10.09563376,-10.04026332
222,1.21E-20,6.71E-13,65529.55637,54.72753469,28.20501728,0.08,0.005978662,-10492.10312,8.35E-15,1.21E-11,0.002691011,0.026864291,0.54556506,3.333414787,0.000717206,-1.031628372,0.397901005,12.01184791,-3.786020172,-3.228846017,-10.13093744,-10.09564122,-10.04138958
223,6.96E-21,5.51E-13,65443.87226,54.72718669,28.20051591,0.08,0.005903873,-10496.56986,4.65E-15,9.95E-12,0.002675655,0.026812109,0.544759046,3.333413663,0.000717195,-1.031628372,0.397900936,12.01180043,-3.786064077,-3.22888194,-10.13105819,-10.0956486,-10.04203886
224,4.98E-21,4.55E-13,65273.68572,54.72694576,28.191543,0.08,0.005611276,-10497.01433,2.98E-15,8.44E-12,0.002530109,0.026751601,0.544572741,3.333413663,0.000717133,-1.031628374,0.39790093,12.01167319,-3.786218761,-3.228914895,-10.1317912,-10.09580525,-10.04211331
225,2.97E-21,4.20E-13,65142.88876,54.72663683,28.18687674,0.08,0.00541163,-10497.96538,1.81E-15,7.03E-12,0.002530109,0.026682886,0.544472352,3.333413663,0.00071696,-1.031628374,0.397900844,12.01167164,-3.786232583,-3.22894103,-10.13224469,-10.09594705,-10.04242683
226,1.32E-21,3.18E-13,65029.50073,54.72663683,28.18224073,0.08,0.005375411,-10498.4655,1.56E-15,5.35E-12,0.002530109,0.026632991,0.544250527,3.33341169,0.000716927,-1.031628374,0.397900844,12.01143635,-3.786247191,-3.228982012,-10.13236509,-10.09612514,-10.04303697
227,8.67E-22,2.29E-13,64942.69364,54.72637989,28.17954579,0.08,0.005375411,-10498.84525,1.03E-15,4.25E-12,0.002528039,0.026565528,0.544050748,3.235097501,0.000716875,-1.031628375,0.397900748,12.01102844,-3.786323,-3.229322297,-10.13246733,-10.09632875,-10.04535628
228,3.21E-22,1.90E-13,64914.7868,54.71292328,28.17684675,0.08,0.005328804,-10499.57997,4.62E-16,3.03E-12,0.002528039,0.02641248,0.54399236,3.235097501,0.000716848,-1.031628379,0.397900745,12.01028791,-3.786411265,-3.230120673,-10.13247287,-10.09637558,-10.0456886
229,2.07E-22,1.62E-13,64875.75451,54.56475385,28.17377635,0.08,0.005312554,-10500.44159,2.84E-16,2.36E-12,0.002527576,0.026370501,0.543836598,3.23480124,0.000716825,-1.031628379,0.397900648,12.01025887,-3.786442569,-3.230178115,-10.13279907,-10.09648476,-10.04637554
230,1.45E-22,1.29E-13,64822.02979,54.54666143,28.17065295,0.08,0.005180404,-10502.45465,1.42E-16,1.90E-12,0.002527576,0.026311574,0.543724622,3.23480124,0.000716811,-1.031628387,0.397900574,12.01005554,-3.7864499,-3.230280089,-10.13288996,-10.09658126,-10.04679545
231,1.09E-22,7.52E-14,64780.41293,54.51737488,28.16651028,0.08,0.005180404,-10503.99779,1.42E-16,1.55E-12,0.002527576,0.026273721,0.543266489,3.234801226,0.000716672,-1.031628389,0.397900552,12.00995833,-3.78646527,-3.230307329,-10.1330323,-10.09706191,-10.04774651
232,8.50E-23,5.78E-14,64731.12565,54.42223458,28.16435078,0.08,0.005062611,-10504.54694,1.07E-16,1.28E-12,0.002515638,0.026228894,0.542709217,3.234801226,0.000716499,-1.031628391,0.39790054,12.00995162,-3.78648406,-3.230319214,-10.1330985,-10.09709511,-10.04783065
233,5.04E-23,4.78E-14,64638.15903,54.08870746,28.16003939,0.06,0.005062611,-10505.15002,1.07E-16,8.77E-13,0.002515638,0.026206623,0.542451352,3.234801225,0.000716465,-1.031628392,0.397900409,12.00992719,-3.78648859,-3.230330207,-10.13318239,-10.09716869,-10.04807294
234,3.72E-23,3.74E-14,64585.3844,53.95298404,28.15792383,0.04,0.005015443,-10506.362,7.11E-17,7.16E-13,0.002514866,0.026162838,0.54236213,3.234800423,0.000716329,-1.031628392,0.397900409,12.00983312,-3.786490264,-3.230377391,-10.13320379,-10.09745158,-10.04868239
235,2.57E-23,3.03E-14,64553.96169,53.79063197,28.15537418,0.04,0.004854455,-10506.99442,3.55E-17,5.25E-13,0.002514659,0.026118272,0.542151389,3.234800174,0.000716243,-1.031628395,0.397900405,12.00886981,-3.786493561,-3.230394064,-10.13361321,-10.09746985,-10.04926361
236,2.09E-23,2.60E-14,64474.14595,53.76470461,28.1534442,0.04,0.004846406,-10507.71007,3.55E-17,4.34E-13,0.002514659,0.026103919,0.542005683,3.234800174,0.000716216,-1.031628395,0.397900368,12.00540556,-3.786494551,-3.230420089,-10.13365482,-10.0975459,-10.04934207
237,9.53E-24,1.91E-14,64300.75874,53.71510096,28.15152383,0.04,0.00479215,-10510.0173,3.55E-17,3.50E-13,0.002514659,0.026097821,0.54185617,3.234800171,0.000716167,-1.031628395,0.397900363,12.00386093,-3.786503361,-3.230436755,-10.13428021,-10.09767017,-10.04950483
238,5.18E-24,1.77E-14,64225.64521,53.71304851,28.15031919,0.04,0.00479215,-10510.91534,3.55E-17,2.72E-13,0.002514659,0.026084778,0.541780937,3.234800101,0.000716009,-1.031628396,0.397900351,12.00364953,-3.786503506,-3.230477904,-10.13437468,-10.09781703,-10.04994646
239,2.44E-24,1.05E-14,64077.02233,53.70828463,28.14936679,0.04,0.00479215,-10511.39973,3.55E-17,2.01E-13,0.002514659,0.026077747,0.541712997,3.234800101,0.000715985,-1.031628396,0.397900349,12.00320337,-3.786508639,-3.230491753,-10.13442542,-10.09788448,-10.05033228
240,6.99E-25,8.10E-15,63972.11946,53.70703128,28.14827808,0.04,0.00477489,-10511.89541,3.55E-17,1.50E-13,0.002513996,0.026068422,0.541619751,3.234800101,0.000715967,-1.031628398,0.397900322,12.00319949,-3.786532105,-3.230509024,-10.13442837,-10.09792363,-10.05036104
241,4.43E-25,5.06E-15,63906.18932,53.70214225,28.14640547,0.04,0.00477489,-10512.47146,3.55E-17,1.12E-13,0.002513996,0.026030038,0.541506938,3.234799855,0.000715964,-1.031628398,0.397900274,12.00318755,-3.786552679,-3.230535287,-10.13443527,-10.09799978,-10.0505631
242,2.43E-25,3.94E-15,63866.73822,53.65074896,28.14462529,0.04,0.004663193,-10513.04062,3.55E-17,8.96E-14,0.002513996,0.026007451,0.540919192,3.234799636,0.000715951,-1.031628398,0.397900265,12.00318416,-3.786552897,-3.230538175,-10.13454696,-10.09809648,-10.0506852
243,2.07E-25,2.72E-15,63806.28391,53.64803759,28.14289686,0.04,0.004663193,-10513.90823,3.55E-17,6.97E-14,0.002513996,0.025969535,0.540750485,3.234799468,0.000715949,-1.031628399,0.397900252,12.00318338,-3.786660296,-3.230544487,-10.13459414,-10.09810902,-10.05075064
244,1.16E-25,2.18E-15,63735.20636,53.64420793,28.14082862,0.04,0.004643246,-10514.81758,3.55E-17,5.57E-14,0.00251329,0.025936822,0.540622651,3.234799468,0.000715914,-1.031628401,0.397900081,12.00315051,-3.786686292,-3.230567476,-10.13472493,-10.09813134,-10.05076925
245,8.24E-26,1.77E-15,63693.2838,53.61445295,28.13911585,0.04,0.004614536,-10515.08467,3.55E-17,4.54E-14,0.00251329,0.02587528,0.540541199,3.234799468,0.00071591,-1.031628402,0.397899949,12.00315048,-3.786692326,-3.230573571,-10.13489827,-10.09824917,-10.0508182
246,4.32E-26,1.45E-15,63618.07632,53.6091481,28.13739188,0.04,0.004577648,-10515.44597,3.55E-17,3.97E-14,0.00251329,0.025831406,0.540453833,3.234799468,0.000715907,-1.031628403,0.397899918,12.00313283,-3.786715486,-3.23058956,-10.13490436,-10.09827547,-10.05082038
247,2.26E-26,7.70E-16,63558.34202,53.5279048,28.13608242,0.04,0.004557669,-10516.13313,3.55E-17,3.36E-14,0.00251329,0.025796702,0.540403508,3.234799468,0.000715871,-1.031628404,0.397899903,12.00312855,-3.78672873,-3.230598898,-10.13494442,-10.09828065,-10.05086522
248,1.22E-26,5.98E-16,63488.30715,53.41888005,28.13497547,0.04,0.004546907,-10516.48303,3.55E-17,2.73E-14,0.002511501,0.025763228,0.540387766,3.234798506,0.000715865,-1.031628406,0.397899885,12.00310131,-3.786739431,-3.23061073,-10.13497314,-10.09847302,-10.05166094
249,7.38E-27,4.84E-16,63461.11376,53.41096171,28.13414385,0.04,0.004541275,-10517.00681,3.55E-17,2.06E-14,0.002510652,0.025756015,0.540386047,3.234797626,0.000715844,-1.031628407,0.397899878,12.00309735,-3.786755037,-3.230615416,-10.13501396,-10.09847621,-10.05295845
250,5.06E-27,2.10E-16,63310.80562,53.36545286,28.13371057,0.04,0.004541275,-10517.62264,3.55E-17,1.70E-14,0.002510652,0.025750119,0.540384331,3.234797626,0.000715842,-1.031628407,0.397899873,12.00295417,-3.786762242,-3.230694464,-10.13501775,-10.09847706,-10.0529623
251,2.92E-27,1.78E-16,63262.83266,53.1670618,28.13305851,0.04,0.004427075,-10518.39396,3.55E-17,1.57E-14,0.002510652,0.025743876,0.540380052,3.234797626,0.000715839,-1.031628411,0.397899869,12.0028763,-3.786768099,-3.230802197,-10.13502442,-10.09848236,-10.05348041
252,2.31E-27,1.08E-16,63206.8055,53.13494255,28.13207352,0.04,0.004427075,-10518.8063,3.55E-17,1.28E-14,0.002510652,0.025741149,0.540291345,3.234797626,0.000715836,-1.031628412,0.397899866,12.00274701,-3.786774573,-3.23081147,-10.13504414,-10.09850882,-10.05393922
253,9.82E-28,8.11E-17,63134.4687,53.12477279,28.13089079,0.04,0.004427075,-10519.01816,3.55E-17,1.07E-14,0.002510652,0.025739396,0.540232447,3.234797623,0.000715831,-1.031628412,0.397899823,12.0025496,-3.786775584,-3.230874839,-10.13504562,-10.09850933,-10.05396665
254,7.30E-28,6.23E-17,63042.2594,53.12061506,28.13030458,0.04,0.004427075,-10519.38463,3.55E-17,8.83E-15,0.002510652,0.025736149,0.540231333,3.234797623,0.00071583,-1.031628412,0.397899797,12.00254547,-3.786777654,-3.230897853,-10.13505535,-10.09854216,-10.05414859
255,5.27E-28,4.65E-17,62930.83506,53.12022962,28.12997016,0.04,0.004390218,-10520.25449,3.55E-17,8.05E-15,0.002510127,0.025735741,0.540213492,3.234797623,0.000715828,-1.031628415,0.397899745,12.00251859,-3.786779333,-3.23091417,-10.13505997,-10.09854218,-10.05415925
256,4.03E-28,3.73E-17,62854.36697,53.11968592,28.12970634,0.04,0.004365644,-10527.24881,3.55E-17,7.34E-15,0.002510048,0.025735135,0.540206602,3.215687719,0.000715804,-1.031628415,0.397899742,12.00244957,-3.786868569,-3.231106795,-10.13506169,-10.09854344,-10.05419788
257,3.08E-28,2.77E-17,62687.55487,53.11494466,28.12958121,0.04,0.004365644,-10530.40926,3.55E-17,6.13E-15,0.002510034,0.025733185,0.540205214,3.215687719,0.000715804,-1.031628415,0.397899726,12.00244593,-3.786873568,-3.231253428,-10.13506472,-10.098546,-10.05422398
258,2.27E-28,2.23E-17,62629.43117,53.11115274,28.12898105,0.04,0.004365162,-10533.24795,3.55E-17,5.42E-15,0.002509531,0.025730849,0.540204351,3.2150747,0.000715804,-1.031628415,0.397899725,12.00244293,-3.78688178,-3.23137972,-10.13506728,-10.09854978,-10.05422973
259,1.44E-28,1.64E-17,62581.35254,53.10819156,28.1286941,0.04,0.004365162,-10536.20083,3.55E-17,5.28E-15,0.002509531,0.025728737,0.540202854,3.2150747,0.000715802,-1.031628416,0.397899706,12.0024407,-3.786882599,-3.231386277,-10.1350676,-10.09857114,-10.05424705
260,5.57E-29,1.07E-17,62494.32828,53.10732233,28.12836355,0.04,0.004309434,-10538.42963,3.55E-17,5.13E-15,0.002509531,0.025727996,0.540188587,3.215074681,0.000715802,-1.031628416,0.397899702,12.00244028,-3.786883937,-3.231396903,-10.13506886,-10.09857114,-10.05424893
261,4.05E-29,8.33E-18,62402.75492,53.10518549,28.12789161,0.04,0.00423275,-10539.19675,3.55E-17,4.85E-15,0.002509215,0.025727273,0.540188343,3.215074681,0.000715802,-1.031628416,0.397899702,12.00243954,-3.786885258,-3.231397903,-10.13506887,-10.09857196,-10.05424938
262,2.53E-29,6.43E-18,62334.42388,53.1037688,28.12763978,0.04,0.004231932,-10539.7495,3.55E-17,4.57E-15,0.002509076,0.025726698,0.540182994,3.21507468,0.000715797,-1.031628416,0.397899697,12.00243952,-3.786897892,-3.231401614,-10.13506971,-10.09859291,-10.05446084
263,1.18E-29,4.16E-18,62269.79949,53.10353996,28.12741225,0.04,0.004225582,-10541.5253,3.55E-17,4.49E-15,0.002509076,0.025726638,0.540182321,3.21507468,0.000715796,-1.031628416,0.397899664,12.00243873,-3.78690081,-3.231419262,-10.13507042,-10.09859774,-10.05453888
264,8.52E-30,3.38E-18,62165.83994,53.10331098,28.12696133,0.04,0.004203273,-10542.02396,3.55E-17,4.42E-15,0.002509076,0.025726555,0.540180806,3.215074677,0.000715795,-1.031628416,0.397899653,12.00243872,-3.786906153,-3.231448274,-10.13507042,-10.09859832,-10.0546662
265,6.16E-30,1.57E-18,62078.02339,53.10325326,28.12667203,0.04,0.004203273,-10542.57792,3.55E-17,4.35E-15,0.002509076,0.025726435,0.540178393,3.215074677,0.000715787,-1.031628418,0.397899608,12.00243872,-3.786908029,-3.231472229,-10.13507073,-10.09859832,-10.05471324
266,2.08E-30,1.27E-18,61985.49764,53.09976146,28.12599315,0.04,0.004203273,-10544.94813,3.55E-17,4.28E-15,0.002509053,0.02572619,0.540178388,3.215074676,0.000715784,-1.031628418,0.397899605,12.00243872,-3.786908167,-3.231488289,-10.13507124,-10.09861941,-10.05471588
267,1.20E-30,1.15E-18,61944.02596,53.09955561,28.12577574,0.04,0.004203273,-10550.5355,3.55E-17,4.28E-15,0.00250897,0.025726152,0.540171302,3.215074676,0.000715584,-1.031628419,0.397899583,12.00243722,-3.786908194,-3.231519388,-10.13507124,-10.09862257,-10.05473014
268,8.33E-31,6.43E-19,61890.49915,53.09954578,28.12569923,0.04,0.004200464,-10551.95022,3.55E-17,4.28E-15,0.00250897,0.025724536,0.540171221,3.215074676,0.000715376,-1.03162842,0.397899375,12.00243721,-3.786908661,-3.231520986,-10.1350745,-10.0986242,-10.05473088
269,4.50E-31,5.09E-19,61822.83801,53.09938539,28.12559599,0.04,0.004200464,-10553.27335,3.55E-17,4.28E-15,0.00250897,0.025722211,0.540124872,3.215074676,0.000715376,-1.031628422,0.397899285,12.00243719,-3.786909303,-3.231547614,-10.13507462,-10.0986242,-10.05473946
270,2.44E-31,3.22E-19,61730.76167,53.0993198,28.12554044,0.04,0.004148025,-10557.08774,3.55E-17,4.28E-15,0.00250897,0.025722201,0.540107063,3.215074675,0.000715362,-1.031628422,0.39789863,12.00243718,-3.786911421,-3.231562788,-10.13507481,-10.0986242,-10.05473949
271,1.62E-31,1.88E-19,61612.99923,53.09931679,28.12543323,0.04,0.004148025,-10558.71544,3.55E-17,4.28E-15,0.00250897,0.025720659,0.540107063,3.215074675,0.000715353,-1.031628422,0.39789852,12.00243633,-3.786911638,-3.231568347,-10.13507483,-10.0986397,-10.05473997
272,1.00E-31,1.48E-19,61552.41168,53.09931679,28.12541745,0.04,0.004148025,-10560.06065,3.55E-17,4.28E-15,0.002508968,0.025720621,0.540100313,3.215074675,0.000715352,-1.031628422,0.39789852,12.00243622,-3.786911646,-3.231598044,-10.13509504,-10.0986397,-10.05474
273,4.75E-32,1.17E-19,61496.60124,53.09904314,28.12540918,0.04,0.004148025,-10563.97775,3.55E-17,4.28E-15,0.002508968,0.025720506,0.540090589,3.215074675,0.000715351,-1.031628422,0.397898518,12.00243615,-3.786911959,-3.231611622,-10.13509629,-10.09863973,-10.05474683
274,3.91E-32,9.58E-20,61411.25521,53.09508867,28.12540626,0.04,0.004145778,-10565.03333,3.55E-17,4.28E-15,0.002508968,0.025720505,0.540090586,3.215074675,0.000715351,-1.031628422,0.397898515,12.00243612,-3.786915151,-3.231623434,-10.13543201,-10.09864757,-10.05474759
275,2.88E-32,6.85E-20,61327.5144,53.08655352,28.12540031,0.04,0.004049325,-10565.59942,3.55E-17,4.21E-15,0.002508968,0.025720468,0.540090563,3.215074675,0.000715351,-1.031628422,0.397898512,12.0024359,-3.786919555,-3.231646202,-10.13543203,-10.09864946,-10.05474762
276,2.03E-32,5.54E-20,61221.19779,53.08294258,28.12539934,0.04,0.004049325,-10566.35066,3.55E-17,4.21E-15,0.002508968,0.025720376,0.540090558,3.215074675,0.000715351,-1.031628422,0.397898512,12.0024359,-3.786920112,-3.231675148,-10.13543481,-10.09865114,-10.05474768
277,1.55E-32,4.15E-20,61157.25273,53.07722467,28.12539806,0.04,0.004049325,-10567.87293,3.55E-17,4.14E-15,0.002508968,0.025720321,0.540090203,3.215074675,0.000715349,-1.031628423,0.39789851,12.00243589,-3.786920966,-3.231690045,-10.13543483,-10.09865126,-10.05474773
278,7.47E-33,2.69E-20,61116.99397,53.07722274,28.12539604,0.04,0.004026068,-10569.4818,3.55E-17,4.07E-15,0.002508962,0.025720308,0.540089991,3.215074675,0.000715349,-1.031628423,0.397898479,12.00243589,-3.786921488,-3.231692948,-10.13548081,-10.09865148,-10.05475012
279,4.36E-33,1.96E-20,61044.52663,53.07697062,28.12539576,0.04,0.004018798,-10569.79907,3.55E-17,4.07E-15,0.002508962,0.025720304,0.540089935,3.215074675,0.000715349,-1.031628423,0.397898477,12.00243589,-3.786921696,-3.231697227,-10.13548082,-10.09865161,-10.05475086
280,1.64E-33,1.57E-20,60965.08782,53.07688537,28.12539575,0.04,0.004018798,-10570.09075,3.55E-17,4.07E-15,0.002508962,0.025720266,0.540089933,3.215074675,0.000715349,-1.031628423,0.397898468,12.00243588,-3.786921919,-3.231704642,-10.13548088,-10.09865162,-10.05475089
281,1.46E-33,1.23E-20,60875.61914,53.07687831,28.12539575,0.04,0.004015877,-10570.43905,3.55E-17,4.07E-15,0.002508962,0.025720167,0.540089919,3.215074673,0.000715349,-1.031628423,0.397898466,12.00243586,-3.786922317,-3.231706092,-10.1354809,-10.09865462,-10.05475114
